Topic,Title,Authors,Publication,Date,Citations,Volume,Issue,Pages,DOI,Abstract
big data,Research collaboration data platform ensuring general data protection,Toma M.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-61912-8,No abstract available
big data,Multispecies deep learning using citizen science data produces more informative plant community models,Brun P.,Nature Communications,2024-12-01,0,15,1,,10.1038/s41467-024-48559-9,No abstract available
big data,Public perception of cultural ecosystem services in historic districts based on biterm topic model,Pan Y.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-62770-0,No abstract available
big data,Social big data mining for the sustainable mobility and transport transition: findings from a large-scale cross-platform analysis,Stiebe M.,European Transport Research Review,2024-12-01,0,16,1,,10.1186/s12544-024-00651-3,No abstract available
big data,Nested plot designs used in forest inventory do not accurately capture tree species richness in Southwestern European forests,Moreno-Fernández D.,Annals of Forest Science,2024-12-01,0,81,1,,10.1186/s13595-024-01237-8,No abstract available
big data,Artificial intelligence assisted diagnosis of early tc markers and its application,Zhang L.,Discover Oncology,2024-12-01,0,15,1,,10.1007/s12672-024-01017-w,No abstract available
big data,A fuel consumption-based method for developing local-specific CO<inf>2</inf> emission rate database using open-source big data,Li L.,Journal of Big Data,2024-12-01,0,11,1,,10.1186/s40537-024-00932-7,No abstract available
big data,Dynamics in the asymmetric effects of job attributes on employee satisfaction: A mixed-method approach using big data,Li Z.,Tourism Management,2024-12-01,0,105,No issue available,,10.1016/j.tourman.2024.104967,No abstract available
big data,15 years of Big Data: a systematic literature review,Tosi D.,Journal of Big Data,2024-12-01,0,11,1,,10.1186/s40537-024-00914-9,No abstract available
big data,Climate temperature and seasonal influences on the prevalence of temporomandibular disorders in South Korea,Lee Y.H.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-61829-2,No abstract available
big data,"Retraction Note: Improved RFID mutual authentication protocol against exhaustive attack in the context of big data (EURASIP Journal on Information Security, (2024), 2024, 1, (3), 10.1186/s13635-024-00151-w)",Li K.,Eurasip Journal on Information Security,2024-12-01,0,2024,1,,10.1186/s13635-024-00163-6,No abstract available
cloud computing,Risk Classes of Cloud Computing Project in Healthcare: A Review of Technical Report and Standards,Fathullah M.A.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-02-01,0,44,1,169-180,10.37934/araset.44.1.169180,No abstract available
cloud computing,Design and application of virtual simulation teaching platform for intelligent manufacturing,Zheng P.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-62072-5,No abstract available
cloud computing,From cloud manufacturing to cloud–edge collaborative manufacturing,Guo L.,Robotics and Computer-Integrated Manufacturing,2024-12-01,0,90,No issue available,,10.1016/j.rcim.2024.102790,No abstract available
cloud computing,Food Safety Knowledge Exchange (FSKX) format: Current status and strategic development plans based on a SWOT analysis,Filter M.,Microbial Risk Analysis,2024-12-01,0,27-28,No issue available,,10.1016/j.mran.2024.100309,No abstract available
cloud computing,On-device query intent prediction with lightweight LLMs to support ubiquitous conversations,Dubiel M.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-63380-6,No abstract available
cloud computing,Hierarchical Identity-Based Authenticated Encryption with Keyword Search over encrypted cloud data,Shiraly D.,Journal of Cloud Computing,2024-12-01,0,13,1,,10.1186/s13677-024-00633-9,No abstract available
cloud computing,"Correction to: Enhancing lung cancer diagnosis with data fusion and mobile edge computing using DenseNet and CNN (Journal of Cloud Computing, (2024), 13, 1, (91), 10.1186/s13677-024-00597-w)",Zhang C.,Journal of Cloud Computing,2024-12-01,0,13,1,,10.1186/s13677-024-00673-1,No abstract available
cloud computing,Towards optimized scheduling and allocation of heterogeneous resource via graph-enhanced EPSO algorithm,Zhang Z.,Journal of Cloud Computing,2024-12-01,0,13,1,,10.1186/s13677-024-00670-4,No abstract available
cloud computing,Optimizing scope 3 emissions in the automotive manufacturing industry: a multidisciplinary approach,Wang Y.,Carbon Research,2024-12-01,0,3,1,,10.1007/s44246-024-00131-2,No abstract available
cloud computing,WUREN: Whole-modal union representation for epitope prediction,Wang X.,Computational and Structural Biotechnology Journal,2024-12-01,0,23,No issue available,2122-2131,10.1016/j.csbj.2024.05.023,No abstract available
cloud computing,Enhancing multimedia management: cloud-based movie type recognition with hybrid deep learning architecture,Lin F.,Journal of Cloud Computing,2024-12-01,0,13,1,,10.1186/s13677-024-00668-y,No abstract available
cloud computing,Controlling chaos using edge computing hardware,Kent R.M.,Nature Communications,2024-12-01,0,15,1,,10.1038/s41467-024-48133-3,No abstract available
cloud computing,Students health physique information sharing in publicly collaborative services over edge-cloud networks,Liu P.,Journal of Cloud Computing,2024-12-01,0,13,1,,10.1186/s13677-024-00661-5,No abstract available
cloud computing,Optical amplification across the whole communication windows in PbS quantum-dot-doped fiber,Cui J.,Optical Fiber Technology,2024-12-01,0,88,No issue available,,10.1016/j.yofte.2024.103822,No abstract available
cloud computing,Deep Reinforcement Learning techniques for dynamic task offloading in the 5G edge-cloud continuum,Nieto G.,Journal of Cloud Computing,2024-12-01,0,13,1,,10.1186/s13677-024-00658-0,No abstract available
cloud computing,Comparing code-free deep learning models to expert-designed models for detecting retinal diseases from optical coherence tomography,Touma S.,International Journal of Retina and Vitreous,2024-12-01,0,10,1,,10.1186/s40942-024-00555-3,No abstract available
cloud computing,Characterizing land use/land cover change dynamics by an enhanced random forest machine learning model: a Google Earth Engine implementation,Pande C.B.,Environmental Sciences Europe,2024-12-01,1,36,1,,10.1186/s12302-024-00901-0,No abstract available
cloud computing,Urban methane emission monitoring across North America using TROPOMI data: an analytical inversion approach,Hemati M.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-58995-8,No abstract available
cloud computing,Cross-chain asset trading scheme for notaries based on edge cloud storage,Chen L.,Journal of Cloud Computing,2024-12-01,0,13,1,,10.1186/s13677-024-00648-2,No abstract available
cloud computing,An efficient polynomial-based verifiable computation scheme on multi-source outsourced data,Zhang Y.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-53267-x,No abstract available
cloud computing,In silico assessment of nanoparticle toxicity powered by the Enalos Cloud Platform: Integrating automated machine learning and synthetic data for enhanced nanosafety evaluation,Varsou D.D.,Computational and Structural Biotechnology Journal,2024-12-01,0,25,No issue available,47-60,10.1016/j.csbj.2024.03.020,No abstract available
cloud computing,"Correction to: Edge intelligence-assisted animation design with large models: a survey (Journal of Cloud Computing, (2024), 13, 1, (48), 10.1186/s13677-024-00601-3)",Zhu J.,Journal of Cloud Computing,2024-12-01,0,13,1,,10.1186/s13677-024-00650-8,No abstract available
cloud computing,EpiDiP/NanoDiP: a versatile unsupervised machine learning edge computing platform for epigenomic tumour diagnostics,Hench J.,Acta Neuropathologica Communications,2024-12-01,0,12,1,,10.1186/s40478-024-01759-2,No abstract available
cloud computing,Blockchain integration for in-vehicle CAN bus intrusion detection systems with ISO/SAE 21434 compliant reporting,Andreica T.,Scientific Reports,2024-12-01,0,14,1,,10.1038/s41598-024-58694-4,No abstract available
cloud computing,Analysis and prediction of virtual machine boot time on virtualized computing environments,Auliya R.S.,Journal of Cloud Computing,2024-12-01,0,13,1,,10.1186/s13677-024-00646-4,No abstract available
cybersecurity,An approach for assessing the functional vulnerabilities criticality of CPS components,Alguliyev R.,Cyber Security and Applications,2025-12-01,0,3,No issue available,,10.1016/j.csa.2024.100058,No abstract available
cybersecurity,A Light Review on Cyber Security Awareness Models for the Elderly,Azam N.A.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-02-01,0,44,1,31-45,10.37934/araset.44.1.3145,No abstract available
cybersecurity,An Improved Network Intrusion Detection Method Based On CNN-LSTM-SA,Hui B.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-02-01,0,44,1,225-238,10.37934/araset.44.1.225238,No abstract available
cybersecurity,Risk Classes of Cloud Computing Project in Healthcare: A Review of Technical Report and Standards,Fathullah M.A.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-02-01,0,44,1,169-180,10.37934/araset.44.1.169180,No abstract available
cybersecurity,Cybersecurity Knowledge Deterioration and the role of Gamification Intervention,Boluwatife F.F.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-01-01,0,43,1,66-94,10.37934/araset.43.1.6694,No abstract available
cybersecurity,Digital transformation for sustainable health and well-being: a review and future research directions,Hameed K.,Discover Sustainability,2024-12-01,0,5,1,,10.1007/s43621-024-00273-8,No abstract available
cybersecurity,Insights from telesurgery expert conference on recent clinical experience and current status of remote surgery,Rocco B.,Journal of Robotic Surgery,2024-12-01,0,18,1,,10.1007/s11701-024-01984-w,No abstract available
cybersecurity,Efficiently approaching vertical federated learning by combining data reduction and conditional computation techniques,Folino F.,Journal of Big Data,2024-12-01,0,11,1,,10.1186/s40537-024-00933-6,No abstract available
cybersecurity,Exploring deep convolutional generative adversarial networks (DCGAN) in biometric systems: a survey study,Jenkins J.,Discover Artificial Intelligence,2024-12-01,0,4,1,,10.1007/s44163-024-00138-z,No abstract available
cybersecurity,The need for cybersecurity self-evaluation in healthcare,Burke W.,BMC Medical Informatics and Decision Making,2024-12-01,0,24,1,,10.1186/s12911-024-02551-x,No abstract available
cybersecurity,LLM potentiality and awareness: a position paper from the perspective of trustworthy and responsible AI modeling,Sarker I.H.,Discover Artificial Intelligence,2024-12-01,0,4,1,,10.1007/s44163-024-00129-0,No abstract available
cybersecurity,"Public attitudes toward chatgpt on twitter: sentiments, topics, and occupations",Koonchanok R.,Social Network Analysis and Mining,2024-12-01,0,14,1,,10.1007/s13278-024-01260-7,No abstract available
